temperature,pressure,flow_rate,efficiency,status
49.963209507789,9.726261649881026,0.25400300986499785,0.9178930600883288,maintenance
96.05714451279329,7.976195410250031,3.2184110151925243,0.6838466617334403,active
78.5595153449124,9.455490474077703,1.640344307274001,0.6507132052319281,idle
67.89267873576293,9.053446153848839,2.5919963867070437,0.771308466097147,idle
32.48149123539492,6.381099809299767,4.547075722237856,0.9449776589387102,maintenance
32.47956162689621,9.296868115208051,1.3215319228294875,0.6847193450290251,idle
24.64668897345596,1.7964325184672756,2.110876322874586,0.8352474415920574,active
89.29409166199481,2.763845761772307,3.8022005788609388,0.8665668653650511,maintenance
68.0892009394567,1.4070456001948426,1.2211110109089502,0.6831731403973399,active
76.64580622368364,3.927972976869379,0.47720155816108567,0.8548757220141507,active
21.646759543664196,4.498095607205338,1.5197821192774634,0.7287240964517386,idle
97.59278817295954,3.442141285965063,0.8899843075446217,0.8213070407077527,idle
86.59541126403374,8.458637582367365,4.655518496478608,0.8217353987663131,idle
36.987128854262096,4.210779940242304,4.059789859865643,0.7875211394261654,idle
34.54599737656805,3.5284105871864266,3.203678406901075,0.6316014195190429,idle
34.6723607882747,5.884264748424236,4.370156891919817,0.8923558734562332,maintenance
44.33937943676302,2.2683180247728636,4.037993176805661,0.7122730227401075,active
61.98051453057903,8.219772826786357,1.0141932885415756,0.6652814786399489,active
54.55560149136926,1.6709557931179373,4.473539092600891,0.6142712995441674,active
43.298331215843355,9.881982429404655,2.742776985386689,0.8068125301158846,active
68.94823157779035,7.9502029236699165,4.056456760303907,0.8371475266447987,idle
31.15950885216335,2.7884411338075514,4.490847369625117,0.6058057401247496,active
43.37157188281745,1.0496990541124216,1.6582170273621333,0.7792325704047482,maintenance
49.308947463495336,8.339152856093508,0.6392544301856161,0.6792735213192782,maintenance
56.48559873736288,7.361716094628554,1.2168822964555144,0.8258104766433074,active
82.81407691144109,7.561064512368886,2.192828164268656,0.6610282501517469,active
35.97390257266878,7.941433120173512,4.108272353020216,0.841828208335863,maintenance
61.13875507308893,1.6664018656068134,4.3175798579560825,0.7353573712051881,maintenance
67.39316550896339,4.226191556898454,0.13406543960283446,0.9278554960578571,idle
23.71603301759982,2.0428215357261674,2.602661782630072,0.6481323304510976,maintenance
68.60358815211507,8.767930832880342,2.1453139154290173,0.7193732228675904,idle
33.64192989498332,6.609683141448022,1.1883282713065784,0.6397157324342062,idle
25.20412743882236,3.9780822236738427,0.6873402999350458,0.9236427663974969,idle
95.91084298026666,1.5720251525742128,1.7543143398777772,0.9070687736833434,idle
97.25056264596475,3.79884089544096,4.720257549171344,0.6902795697003045,idle
84.67178784931689,3.9266498982407234,1.6836943669017008,0.8309944161119627,active
44.36910153386965,7.566455605042576,2.6420740465424943,0.8860277700704255,maintenance
27.81376912051071,6.738017242196918,3.5447928985863717,0.7943202840598118,idle
74.73864212097254,8.98491468318694,1.8817850516585408,0.7853777024246023,maintenance
55.21219949916811,5.249934326457543,4.861732205332707,0.6846483018151581,maintenance
29.763058787582306,2.0763482134447155,4.815991745216345,0.6325859687320647,idle
59.614152808901615,7.419203085006955,1.3337332495442846,0.9140255152836643,active
22.75108168921747,7.847065437552077,2.536517678872689,0.9151463200071657,idle
92.74563216630257,6.051494778125466,1.5743037181021715,0.8215855100456437,active
40.70239852800135,7.938704619591049,1.4957184224495914,0.7186604268670452,maintenance
73.00178274831856,5.444160367279517,0.2807460420372107,0.7222233511144313,active
44.93688608715288,5.704595464437946,3.086865236501495,0.8540844876045837,active
61.605441694224865,4.847869165226946,2.5631272138214216,0.913988590983402,active
63.73682234746237,1.2287721406968566,0.3522458811249478,0.910480248492791,maintenance
34.788356442042165,1.97102284293974,1.4653676747593962,0.8729564410501682,maintenance
